0 0 0
0.0526316 0 0
0.105263 0 0
0.157895 0 0
0.210526 0 0
0.263158 0 0
0.315789 0 0
0.368421 0 0
0.421053 0 0
0.473684 0 0.0025554
0.526316 0 0.0300554
0.578947 0 0.0802632
0.631579 0 0.132895
0.684211 0 0.185526
0.736842 0 0.238158
0.789474 0 0.290789
0.842105 0 0.343421
0.894737 0 0.396053
0.947368 0 0.448684
1 0 0.524385
0 0.0526316 0
0.0526316 0.0526316 0
0.105263 0.0526316 0
0.157895 0.0526316 0
0.210526 0.0526316 0
0.263158 0.0526316 0
0.315789 0.0526316 0
0.368421 0.0526316 0
0.421053 0.0526316 0.000199052
0.473684 0.0526316 0.00503145
0.526316 0.0526316 0.0333891
0.578947 0.0526316 0.0818491
0.631579 0.0526316 0.134207
0.684211 0.0526316 0.186839
0.736842 0.0526316 0.23947
0.789474 0.0526316 0.292102
0.842105 0.0526316 0.344733
0.894737 0.0526316 0.397365
0.947368 0.0526316 0.458411
1 0.0526316 0.523132
0 0.105263 0
0.0526316 0.105263 0
0.105263 0.105263 0
0.157895 0.105263 0
0.210526 0.105263 0
0.263158 0.105263 0
0.315789 0.105263 0
0.368421 0.105263 1.21003e-05
0.421053 0.105263 0.000563632
0.473684 0.105263 0.00741708
0.526316 0.105263 0.036428
0.578947 0.105263 0.0835894
0.631579 0.105263 0.135553
0.684211 0.105263 0.188148
0.736842 0.105263 0.240779
0.789474 0.105263 0.293411
0.842105 0.105263 0.346042
0.894737 0.105263 0.401422
0.947368 0.105263 0.461437
1 0.105263 0.521875
0 0.157895 0
0.0526316 0.157895 0
0.105263 0.157895 0
0.157895 0.157895 0
0.210526 0.157895 0
0.263158 0.157895 0
0.315789 0.157895 5.54066e-07
0.368421 0.157895 4.50831e-05
0.421053 0.157895 0.00106465
0.473684 0.157895 0.00971149
0.526316 0.157895 0.039245
0.578947 0.157895 0.0854158
0.631579 0.157895 0.136943
0.684211 0.157895 0.189459
0.736842 0.157895 0.242085
0.789474 0.157895 0.294716
0.842105 0.157895 0.348146
0.894737 0.157895 0.404357
0.947368 0.157895 0.46322
1 0.157895 0.520616
0 0.210526 0
0.0526316 0.210526 0
0.105263 0.210526 0
0.157895 0.210526 0
0.210526 0.210526 0
0.263158 0.210526 1.82258e-08
0.315789 0.210526 2.57495e-06
0.368421 0.210526 0.000105057
0.421053 0.210526 0.00167743
0.473684 0.210526 0.0119189
0.526316 0.210526 0.0418891
0.578947 0.210526 0.0872873
0.631579 0.210526 0.138375
0.684211 0.210526 0.190778
0.736842 0.210526 0.243388
0.789474 0.210526 0.296223
0.842105 0.210526 0.350287
0.894737 0.210526 0.406674
0.947368 0.210526 0.464254
1 0.210526 0.519352
0 0.263158 0
0.0526316 0.263158 0
0.105263 0.263158 0
0.157895 0.263158 0
0.210526 0.263158 4.02887e-10
0.263158 0.263158 1.01921e-07
0.315789 0.263158 7.18405e-06
0.368421 0.263158 0.000196022
0.421053 0.263158 0.0023814
0.473684 0.263158 0.0140459
0.526316 0.263158 0.0443946
0.578947 0.263158 0.0891788
0.631579 0.263158 0.139844
0.684211 0.263158 0.192109
0.736842 0.263158 0.244736
0.789474 0.263158 0.297844
0.842105 0.263158 0.352316
0.894737 0.263158 0.408516
0.947368 0.263158 0.464854
1 0.263158 0.518086
0 0.315789 0
0.0526316 0.315789 0
0.105263 0.315789 0
0.157895 0.315789 5.40717e-12
0.210526 0.315789 2.64124e-09
0.263158 0.315789 3.32614e-07
0.315789 0.315789 1.55995e-05
0.368421 0.315789 0.000320354
0.421053 0.315789 0.00315952
0.473684 0.315789 0.0160995
0.526316 0.315789 0.0467859
0.578947 0.315789 0.0910747
0.631579 0.315789 0.141344
0.684211 0.315789 0.193462
0.736842 0.315789 0.246139
0.789474 0.315789 0.299507
0.842105 0.315789 0.354185
0.894737 0.315789 0.41
0.947368 0.315789 0.465167
1 0.315789 0.516816
0 0.368421 0
0.0526316 0.368421 0
0.105263 0.368421 3.69964e-14
0.157895 0.368421 4.07388e-11
0.210526 0.368421 9.8979e-09
0.263158 0.368421 8.27425e-07
0.315789 0.368421 2.9055e-05
0.368421 0.368421 0.00047919
0.421053 0.368421 0.00399778
0.473684 0.368421 0.0180869
0.526316 0.368421 0.0490811
0.578947 0.368421 0.0929654
0.631579 0.368421 0.142869
0.684211 0.368421 0.194845
0.736842 0.368421 0.247587
0.789474 0.368421 0.301161
0.842105 0.368421 0.355885
0.894737 0.368421 0.411206
0.947368 0.368421 0.465273
1 0.368421 0.515543
0 0.421053 0
0.0526316 0.421053 8.76231e-17
0.105263 0.421053 3.15326e-13
0.157895 0.421053 1.727e-10
0.210526 0.421053 2.78294e-08
0.263158 0.421053 1.73765e-06
0.315789 0.421053 4.87431e-05
0.368421 0.421053 0.00067275
0.421053 0.421053 0.00488472
0.473684 0.421053 0.0200146
0.526316 0.421053 0.051294
0.578947 0.421053 0.0948449
0.631579 0.421053 0.144416
0.684211 0.421053 0.19626
0.736842 0.421053 0.249066
0.789474 0.421053 0.302779
0.842105 0.421053 0.357427
0.894737 0.421053 0.412189
0.947368 0.421053 0.465225
1 0.421053 0.514266
0 0.473684 0
0.0526316 0.473684 8.34034e-16
0.105263 0.473684 1.49347e-12
0.157895 0.473684 5.42475e-10
0.210526 0.473684 6.52319e-08
0.263158 0.473684 3.24556e-06
0.315789 0.473684 7.57776e-05
0.368421 0.473684 0.000900585
0.421053 0.473684 0.00581098
0.473684 0.473684 0.0218884
0.526316 0.473684 0.0534354
0.578947 0.473684 0.0967099
0.631579 0.473684 0.145982
0.684211 0.473684 0.197705
0.736842 0.473684 0.25056
0.789474 0.473684 0.304342
0.842105 0.473684 0.35882
0.894737 0.473684 0.41299
0.947368 0.473684 0.465056
1 0.473684 0.512986
0 0.526316 0
0.0526316 0.526316 4.36726e-15
0.105263 0.526316 5.18864e-12
0.157895 0.526316 1.40626e-09
0.210526 0.526316 1.34613e-07
0.263158 0.526316 5.56018e-06
0.315789 0.526316 0.00011117
0.368421 0.526316 0.00116177
0.421053 0.526316 0.00676892
0.473684 0.526316 0.0237138
0.526316 0.526316 0.0555137
0.578947 0.526316 0.0985587
0.631579 0.526316 0.147564
0.684211 0.526316 0.199175
0.736842 0.526316 0.252056
0.789474 0.526316 0.305843
0.842105 0.526316 0.36008
0.894737 0.526316 0.41364
0.947368 0.526316 0.46479
1 0.526316 0.511703
0 0.578947 0
0.0526316 0.578947 1.66354e-14
0.105263 0.578947 1.47531e-11
0.157895 0.578947 3.18259e-09
0.210526 0.578947 2.5265e-07
0.263158 0.578947 8.91246e-06
0.315789 0.578947 0.000155815
0.368421 0.578947 0.00145506
0.421053 0.578947 0.0077523
0.473684 0.578947 0.0254952
0.526316 0.578947 0.0575361
0.578947 0.578947 0.100391
0.631579 0.578947 0.149159
0.684211 0.578947 0.200664
0.736842 0.578947 0.253544
0.789474 0.578947 0.307277
0.842105 0.578947 0.361219
0.894737 0.578947 0.414161
0.947368 0.578947 0.464444
1 0.578947 0.510416
0 0.631579 0
0.0526316 0.631579 5.14981e-14
0.105263 0.631579 3.63657e-11
0.157895 0.631579 6.50483e-09
0.210526 0.631579 4.40524e-07
0.263158 0.631579 1.35504e-05
0.315789 0.631579 0.00021049
0.368421 0.631579 0.00177899
0.421053 0.631579 0.00875603
0.473684 0.631579 0.0272368
0.526316 0.631579 0.0595085
0.578947 0.631579 0.102206
0.631579 0.631579 0.150765
0.684211 0.631579 0.202166
0.736842 0.631579 0.255017
0.789474 0.631579 0.308643
0.842105 0.631579 0.362249
0.894737 0.631579 0.414571
0.947368 0.631579 0.464031
1 0.631579 0.509126
0 0.684211 0
0.0526316 0.684211 1.37383e-13
0.105263 0.684211 8.04705e-11
0.157895 0.684211 1.2277e-08
0.210526 0.684211 7.24137e-07
0.263158 0.684211 1.97343e-05
0.315789 0.684211 0.000275848
0.368421 0.684211 0.00213198
0.421053 0.684211 0.00977595
0.473684 0.684211 0.028942
0.526316 0.684211 0.0614358
0.578947 0.684211 0.104004
0.631579 0.684211 0.152377
0.684211 0.684211 0.203675
0.736842 0.684211 0.256467
0.789474 0.684211 0.309943
0.842105 0.684211 0.36318
0.894737 0.684211 0.414886
0.947368 0.684211 0.463561
1 0.684211 0.507833
0 0.736842 0
0.0526316 0.736842 3.27321e-13
0.105263 0.736842 1.63582e-10
0.157895 0.736842 2.17312e-08
0.210526 0.736842 1.13421e-06
0.263158 0.736842 2.7732e-05
0.315789 0.736842 0.00035243
0.368421 0.736842 0.0025124
0.421053 0.736842 0.0108087
0.473684 0.736842 0.0306139
0.526316 0.736842 0.0633222
0.578947 0.736842 0.105786
0.631579 0.736842 0.153993
0.684211 0.736842 0.205185
0.736842 0.736842 0.257891
0.789474 0.736842 0.311177
0.842105 0.736842 0.364021
0.894737 0.736842 0.415118
0.947368 0.736842 0.463041
1 0.736842 0.506536
0 0.789474 0
0.0526316 0.789474 7.132e-13
0.105263 0.789474 3.10461e-10
0.157895 0.789474 3.64855e-08
0.210526 0.789474 1.7063e-06
0.263158 0.789474 3.78149e-05
0.315789 0.789474 0.000440666
0.368421 0.789474 0.0029186
0.421053 0.789474 0.0118514
0.473684 0.789474 0.0322554
0.526316 0.789474 0.0651716
0.578947 0.789474 0.107552
0.631579 0.789474 0.15561
0.684211 0.789474 0.206692
0.736842 0.789474 0.259284
0.789474 0.789474 0.312348
0.842105 0.789474 0.36478
0.894737 0.789474 0.415275
0.947368 0.789474 0.462477
1 0.789474 0.505236
0 0.842105 0
0.0526316 0.842105 1.44512e-12
0.105263 0.842105 5.56668e-10
0.157895 0.842105 5.86002e-08
0.210526 0.842105 2.48066e-06
0.263158 0.842105 5.02544e-05
0.315789 0.842105 0.000540884
0.368421 0.842105 0.00334895
0.421053 0.842105 0.0129018
0.473684 0.842105 0.0338688
0.526316 0.842105 0.066987
0.578947 0.842105 0.109301
0.631579 0.842105 0.157224
0.684211 0.842105 0.20819
0.736842 0.842105 0.260646
0.789474 0.842105 0.313459
0.842105 0.842105 0.365465
0.894737 0.842105 0.415366
0.947368 0.842105 0.461875
1 0.842105 0.503932
0 0.894737 0
0.0526316 0.894737 2.7567e-12
0.105263 0.894737 9.51466e-10
0.157895 0.894737 9.06318e-08
0.210526 0.894737 3.50214e-06
0.263158 0.894737 6.53184e-05
0.315789 0.894737 0.000653322
0.368421 0.894737 0.00380188
0.421053 0.894737 0.013958
0.473684 0.894737 0.0354562
0.526316 0.894737 0.0687712
0.578947 0.894737 0.111034
0.631579 0.894737 0.158833
0.684211 0.894737 0.209676
0.736842 0.894737 0.261973
0.789474 0.894737 0.314511
0.842105 0.894737 0.366081
0.894737 0.894737 0.415398
0.947368 0.894737 0.461239
1 0.894737 0.502625
0 0.947368 0
0.0526316 0.947368 4.99712e-12
0.105263 0.947368 1.56107e-09
0.157895 0.947368 1.35684e-07
0.210526 0.947368 4.81989e-06
0.263158 0.947368 8.32686e-05
0.315789 0.947368 0.000778133
0.368421 0.947368 0.00427586
0.421053 0.947368 0.0150186
0.473684 0.947368 0.0370195
0.526316 0.947368 0.0705265
0.578947 0.947368 0.11275
0.631579 0.947368 0.160434
0.684211 0.947368 0.211147
0.736842 0.947368 0.263264
0.789474 0.947368 0.315509
0.842105 0.947368 0.366635
0.894737 0.947368 0.415376
0.947368 0.947368 0.460571
1 0.947368 0.501314
0 1 0
0.0526316 1 8.67071e-12
0.105263 1 2.47218e-09
0.157895 1 1.97452e-07
0.210526 1 6.48709e-06
0.263158 1 0.000104359
0.315789 1 0.000915399
0.368421 1 0.00476946
0.421053 1 0.0160822
0.473684 1 0.0385605
0.526316 1 0.0722549
0.578947 1 0.11445
0.631579 1 0.162025
0.684211 1 0.2126
0.736842 1 0.26452
0.789474 1 0.316454
0.842105 1 0.36713
0.894737 1 0.415305
0.947368 1 0.459876
1 1 0.5
